DateTime,Website Name,URL,Status,Ping (ms),TCP Connect (ms),TLS Handshake (ms),DNS Time (ms),HTTP TTFB (ms),HTTP FirstChunk (ms),HTTP Total (ms),Redirects,Redirect Times (ms),Content Size (KB),Keyword Check,SSL Days Left,SSL Expiry Date,Probes Summary,Notes
2025-10-15T07:02:18.389719+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),98.14,173.39,N/A,2.93,11284.93,0.32,0.03,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11284.93ms > threshold 3000.0ms
2025-10-15T07:02:46.364117+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,85.62,232.24,N/A,3.28,1282.54,0.26,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:08.541606+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),36.13,N/A,3.22,379.47,0.23,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:11.674844+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),41.06,N/A,2.73,546.97,0.45,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:14.596185+00:00,SMPB Odisha,https://smpbodisha.in/,Up,106.69,278.96,N/A,28.79,1145.34,0.74,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:20.544921+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),14.95,N/A,3.54,596.68,0.52,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:23.980975+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),16.18,N/A,3.97,561.37,0.5,0.09,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:27.503297+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,147.29,168.49,N/A,3.64,2301.37,160.66,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:57.292573+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,128.82,126.38,N/A,3.86,977.05,0.65,0.01,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:00.823660+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,4.82,21.65,N/A,3.75,95.79,0.33,0.08,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:01.625095+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),130.74,1186.98,N/A,3.16,11405.75,0.36,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11405.75ms > threshold 3000.0ms
2025-10-15T07:02:47.233507+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,96.89,163.09,N/A,3.82,998.71,0.28,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:44.568614+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),15.67,N/A,3.11,435.97,0.21,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:47.740903+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),15.97,N/A,3.11,445.97,0.58,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:50.428918+00:00,SMPB Odisha,https://smpbodisha.in/,Up,249.41,142.24,N/A,3.73,1588.73,11.46,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:01:54.751685+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),59.74,N/A,4.11,578.49,0.5,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:01:58.094407+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),37.39,N/A,3.65,527.96,0.83,0.09,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:01.488316+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,148.4,10277.14,N/A,3.37,1836.55,152.43,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:32.214262+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,145.03,325.67,N/A,3.09,1224.07,0.75,0.01,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:35.839082+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,7.25,17.37,N/A,3.72,486.19,0.38,0.08,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:36.929546+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,80.87,159.58,N/A,61.44,1346.96,0.29,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:51.078247+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,83.07,97.28,N/A,3.17,868.89,0.39,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:15.574316+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),52.9,N/A,208.12,447.89,0.19,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:18.844847+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),30.71,N/A,2.78,491.14,0.37,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:21.850350+00:00,SMPB Odisha,https://smpbodisha.in/,Up,185.81,1240.1,N/A,3.35,806.06,0.46,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:26.136246+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),56.58,N/A,3.55,454.14,0.52,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:29.294381+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),83.18,N/A,29.4,569.28,0.38,0.05,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:32.890055+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),Failed (No Response),148.84,N/A,3.21,11429.28,0.79,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed; TTFB 11429.28ms > threshold 3000.0ms
2025-10-15T07:02:48.796654+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,233.61,259.14,N/A,3.11,1095.72,7.35,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:52.697873+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,17.15,23.91,N/A,3.22,94.48,0.29,0.07,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:53.644680+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,141.89,253.25,N/A,49.19,2445.22,0.41,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:59.132918+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,84.86,92.63,N/A,3.12,1323.61,52.65,0.03,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:49.820651+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),52.97,N/A,3.43,643.07,0.19,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:53.471650+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),36.26,N/A,3.82,630.46,0.62,0.03,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:56.567305+00:00,SMPB Odisha,https://smpbodisha.in/,Up,134.03,220.9,N/A,3.21,1131.25,0.58,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:00.587920+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),16.19,N/A,3.15,503.67,0.61,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:04.035223+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),40.54,N/A,4.06,617.08,0.39,0.08,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:07.712294+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,82.35,154.86,N/A,3.42,1412.26,775.09,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:17.418329+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,303.94,296.2,N/A,3.17,1234.96,3.4,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:21.930926+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.84,8.93,N/A,35.5,98.61,0.42,0.08,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:22.893512+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,180.87,316.86,N/A,4.44,1133.88,0.47,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:26.620983+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,265.14,86.69,N/A,58.54,1094.08,0.34,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:34.209014+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),87.46,N/A,3.43,593.11,0.2,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:37.686116+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),42.88,N/A,2.59,494.97,0.42,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:40.598741+00:00,SMPB Odisha,https://smpbodisha.in/,Up,242.48,260.07,N/A,12.89,1059.26,0.56,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:45.412242+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),56.87,N/A,2.82,498.19,0.38,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:48.681088+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),16.03,N/A,3.52,586.44,0.41,0.09,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:52.187114+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,147.4,150.83,N/A,3.57,1957.59,1.45,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:21.921287+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,119.14,118.88,N/A,4.39,1183.85,3.57,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:26.045260+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.64,35.87,N/A,3.99,473.31,0.31,0.07,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:27.132616+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,108.14,226.93,N/A,3.23,1228.49,0.36,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:30.893950+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,167.92,263.67,N/A,2.66,914.1,0.32,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:52.830864+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),95.47,N/A,8.04,716.58,0.27,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:56.475084+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),38.91,N/A,3.69,630.06,0.48,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:59.496500+00:00,SMPB Odisha,https://smpbodisha.in/,Up,179.37,80.97,N/A,3.18,956.96,0.58,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:02.603783+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),15.74,N/A,4.14,587.37,0.52,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:05.903308+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),36.9,N/A,3.82,613.55,0.35,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:09.392774+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),147.56,10265.28,N/A,3.56,3068.61,497.04,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 3068.61ms > threshold 3000.0ms
2025-10-15T07:03:27.458271+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,250.17,281.46,N/A,3.61,1305.28,73.57,0.05,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:32.368642+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.84,13.5,N/A,6.91,597.01,0.39,0.07,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:33.773141+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,186.45,182.15,N/A,4.29,991.32,0.58,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:38.682910+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,Failed (No Response),249.61,N/A,4.3,1137.99,0.97,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:03.768360+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),67.07,N/A,24.81,622.45,0.21,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:07.290906+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),51.72,N/A,3.85,667.49,0.53,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:10.516222+00:00,SMPB Odisha,https://smpbodisha.in/,Up,274.28,107.04,N/A,4.27,1385.04,1070.75,0.06,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:16.852146+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),28.43,N/A,3.37,449.99,0.44,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:19.846993+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),15.1,N/A,3.79,513.36,0.38,0.08,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:23.299945+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,151.62,152.94,N/A,3.96,2120.88,0.86,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:30.150531+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,325.81,117.76,N/A,3.16,1285.5,13.49,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:34.142225+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.88,37.54,N/A,5.06,696.02,0.46,0.07,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:03:35.645958+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,Failed (No Response),215.39,N/A,28.83,1021.35,0.36,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:03:41.048543+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,269.13,116.7,N/A,3.6,1173.69,83.52,0.04,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:02:48.888871+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),16.31,N/A,3.91,552.02,0.18,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:52.298164+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),39.98,N/A,2.38,475.19,0.46,0.01,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:02:55.011791+00:00,SMPB Odisha,https://smpbodisha.in/,Up,259.55,1251.73,N/A,3.53,1204.65,0.56,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
