DateTime,Website Name,URL,Status,Ping (ms),TCP Connect (ms),TLS Handshake (ms),DNS Time (ms),HTTP TTFB (ms),HTTP FirstChunk (ms),HTTP Total (ms),Redirects,Redirect Times (ms),Content Size (KB),Keyword Check,SSL Days Left,SSL Expiry Date,Probes Summary,Notes
2025-10-15T07:32:49.954906+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),28.51,N/A,3.11,361.99,0.34,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:32:52.958241+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),39.11,N/A,3.84,856.84,0.29,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:32:56.829681+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,85.14,212.41,N/A,3.86,1735.18,1.04,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:01.801005+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,256.28,249.91,N/A,3.73,1738.62,0.56,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:06.951823+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.86,43.47,N/A,4.17,636.13,0.28,0.23,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:08.434402+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,156.97,10287.32,N/A,3.69,1914.63,153.69,0.04,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:49.933659+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,256.38,219.52,N/A,3.08,2271.41,0.4,0.02,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:32:54.706431+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),16.44,N/A,5.15,614.65,0.22,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:32:58.465395+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),38.96,N/A,3.82,697.98,0.39,0.01,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:01.509050+00:00,SMPB Odisha,https://smpbodisha.in/,Up,203.53,109.42,N/A,39.16,1445.46,0.58,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:05.795772+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),26.08,N/A,3.93,520.76,0.49,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:09.183914+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),58.44,N/A,29.77,671.1,0.35,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:12.868789+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,97.94,83.68,N/A,4.26,1415.57,0.78,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:17.770127+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,249.5,246.57,N/A,52.29,1588.82,2.39,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:22.795622+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,27.36,91.39,N/A,3.37,630.9,0.3,0.05,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:24.284912+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),148.17,11175.49,N/A,3.35,11102.54,0.37,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11102.54ms > threshold 3000.0ms
2025-10-15T07:34:13.760603+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,288.77,142.76,N/A,3.7,1376.53,52.59,0.03,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:29.989464+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),30.47,N/A,57.48,592.32,0.21,0.03,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:33.478695+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),28.08,N/A,26.84,614.21,0.42,0.03,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:36.617095+00:00,SMPB Odisha,https://smpbodisha.in/,Up,179.44,135.59,N/A,4.01,2152.08,9.36,0.05,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:42.385459+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),34.2,N/A,2.92,626.09,0.55,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:45.888034+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),33.51,N/A,3.82,677.86,0.35,0.07,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:49.545047+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),107.17,272.54,N/A,3.64,4962.21,562.86,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 4962.21ms > threshold 3000.0ms
2025-10-15T07:33:57.484604+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,283.6,278.52,N/A,3.71,1557.69,3.11,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:02.896698+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,25.73,24.62,N/A,200.47,635.67,0.54,0.15,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:04.469434+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,146.49,168.76,N/A,4.1,1096.29,0.41,0.02,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:29.228421+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,272.95,112.31,N/A,3.41,1389.21,0.37,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:34.490031+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),31.27,N/A,4.12,574.71,0.2,0.03,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:38.014444+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),39.29,N/A,3.33,563.24,0.62,0.03,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:40.837568+00:00,SMPB Odisha,https://smpbodisha.in/,Up,257.51,315.48,N/A,84.46,1017.75,0.58,0.03,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:45.303194+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),16.03,N/A,2.8,563.85,0.56,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:48.557149+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),34.31,N/A,4.53,628.01,0.42,0.12,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:52.195832+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up (Slow),114.24,267.11,N/A,34.84,3691.39,246.7,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 3691.39ms > threshold 3000.0ms
2025-10-15T07:33:58.904364+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,228.08,257.58,N/A,3.67,1574.66,8.55,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:04.184139+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,5.04,18.31,N/A,2.94,491.85,0.39,0.1,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:05.522822+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),204.88,10307.61,N/A,3.25,3099.34,200.95,0.04,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 3099.34ms > threshold 3000.0ms
2025-10-15T07:34:43.155037+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,259.51,94.28,N/A,3.53,1129.94,0.35,0.03,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:46.213542+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),15.65,N/A,81.07,545.19,0.18,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:49.717548+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),52.28,N/A,3.94,677.06,0.44,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:33:52.798329+00:00,SMPB Odisha,https://smpbodisha.in/,Up,82.4,284.27,N/A,32.52,1415.14,845.25,0.03,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:33:57.570404+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),31.29,N/A,34.29,629.69,0.45,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:34:01.187916+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),16.13,N/A,4.01,641.46,0.48,0.08,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:34:04.882591+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,149.24,176.87,N/A,3.11,1513.11,547.85,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:09.911218+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,227.6,271.27,N/A,3.52,1462.82,10.05,0.03,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:14.979407+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.37,20.88,N/A,4.58,516.18,0.4,0.11,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:16.360155+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),165.13,175.5,N/A,3.66,11657.98,0.39,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11657.98ms > threshold 3000.0ms
2025-10-15T07:34:52.321315+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,258.71,109.36,N/A,4.05,764.71,0.33,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:01.900729+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),73.38,N/A,4.69,538.43,0.22,0.01,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:35:05.313820+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),49.44,N/A,3.17,530.48,0.34,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:35:08.401086+00:00,SMPB Odisha,https://smpbodisha.in/,Up,131.32,234.26,N/A,3.18,1025.73,0.57,0.01,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:12.798910+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),40.21,N/A,2.97,337.89,0.41,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:35:15.896326+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),50.67,N/A,3.8,538.38,0.37,0.06,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:35:19.273974+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,130.91,99.21,N/A,3.35,2134.82,286.67,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:24.908564+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,227.44,252.19,N/A,3.04,1320.95,0.62,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:29.610486+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,8.24,49.29,N/A,3.74,428.8,0.37,0.25,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:30.673487+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,146.65,147.53,N/A,5.56,2210.63,217.45,0.06,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:41.399343+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,270.88,277.91,N/A,3.39,1156.85,82.97,0.07,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:46.664590+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),34.47,N/A,32.97,516.63,0.21,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:34:50.028071+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),34.05,N/A,3.18,467.18,0.37,0.01,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:34:52.744321+00:00,SMPB Odisha,https://smpbodisha.in/,Up,168.37,93.43,N/A,3.84,1067.08,0.57,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:34:56.454738+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),70.33,N/A,40.82,598.5,0.61,0.02,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:35:00.163548+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),33.88,N/A,4.49,640.85,0.45,0.09,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:35:03.874658+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,112.07,103.41,N/A,3.98,1271.82,7.69,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:08.807892+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,228.26,262.83,N/A,3.88,1659.85,11.86,0.02,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:13.948574+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.36,28.29,N/A,112.41,426.17,0.5,0.08,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:35:15.013053+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up (Slow),146.37,10269.08,N/A,3.53,11035.3,0.4,0.03,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 11035.3ms > threshold 3000.0ms
2025-10-15T07:35:46.802217+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,237.24,84.37,N/A,3.5,1204.19,0.39,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:37:18.204522+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),44.84,N/A,84.41,579.17,0.28,0.02,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:37:21.884051+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),27.0,N/A,62.72,441.78,0.59,0.02,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:37:24.788785+00:00,SMPB Odisha,https://smpbodisha.in/,Up (Slow),Failed (No Response),10112.53,N/A,74.84,4689.94,6.96,0.04,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed; TTFB 4689.94ms > threshold 3000.0ms
2025-10-15T07:38:09.012593+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),15.2,N/A,3.09,363.27,0.41,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:38:12.091982+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),35.31,N/A,3.69,495.5,0.35,0.05,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:38:15.433936+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,116.23,252.59,N/A,37.33,1080.55,6.24,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:38:18.843280+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,219.96,102.49,N/A,63.96,1101.03,4.5,0.05,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:38:23.689844+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,6.75,24.14,N/A,37.19,486.43,0.3,0.07,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:38:24.887671+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,153.74,230.96,N/A,56.94,1322.3,0.33,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:38:28.876194+00:00,TT Permit Odisha,https://www.ttpermitodisha.in/,Up,267.48,100.64,N/A,109.28,2236.15,0.3,0.01,0,[],Unknown,Pass,45,2025-11-30T00:03:57+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:38:33.554981+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),22.38,N/A,36.45,446.56,0.23,0.04,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:38:36.713513+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),30.42,N/A,3.71,458.62,0.3,0.01,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:40:09.220024+00:00,Forest GIS (OFMS),https://odishaforestgis.in/ofms/,Up,Failed (No Response),72.41,N/A,86.76,594.02,0.23,0.03,0,[],Unknown,Pass,74,2025-12-29T04:05:01+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:40:12.726832+00:00,Odisha Map Server,https://mapserver.odishaforestgis.in/geoserver/web/,Up,Failed (No Response),15.87,N/A,3.0,447.8,0.47,0.04,0,[],Unknown,Skipped,85,2026-01-08T11:17:41+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:40:15.519021+00:00,SMPB Odisha,https://smpbodisha.in/,Up (Slow),174.33,10191.25,N/A,3.56,10930.54,0.56,0.02,0,[],Unknown,Pass,70,2025-12-25T02:57:27+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",TTFB 10930.54ms > threshold 3000.0ms
2025-10-15T07:40:45.961716+00:00,CAMPA Odisha,https://campa.odisha.gov.in/,Up,Failed (No Response),27.3,N/A,79.46,375.38,0.48,0.01,0,[],Unknown,Pass,49,2025-12-04T04:57:50+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:40:49.165974+00:00,Kendu Leaves Portal,https://kenduleaves.odisha.gov.in/,Up,Failed (No Response),54.75,N/A,3.7,487.38,0.31,0.05,0,[],8904,Pass,34,2025-11-18T11:19:02+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",ICMP failed
2025-10-15T07:40:52.601327+00:00,Odisha Forest Main Portal,https://odishaforest.in/,Up,106.54,225.04,N/A,3.58,1074.58,0.69,0.0,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:40:56.079834+00:00,Wildlife Anukampa,https://www.odwlanukampa.in/index.php/home/applications,Up,117.63,1289.23,N/A,3.41,1385.41,0.6,0.01,0,[],Unknown,Pass,52,2025-12-06T17:57:23+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:41:00.776876+00:00,Odisha Bamboo,https://www.odishabamboo.org/,Up,4.41,8.19,N/A,37.13,399.24,0.27,0.04,0,[],11821,Pass,87,2026-01-10T19:33:19+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
2025-10-15T07:41:01.868426+00:00,OFS Disposition List (HRD),https://hrd.odishaforest.in/index.php/admin/login,Up,105.24,234.21,N/A,4.25,828.51,0.34,0.01,0,[],Unknown,Pass,35,2025-11-19T22:20:58+00:00,"{""local_ok"": true, ""confirm_strategy"": ""all"", ""considered_down"": false}",
